"19970526" 365 -99.9 999 -99.9 999 9999.9 999 999.9 999 999.9  999 999.9 999 9999.9 9999.9 26/05/1997"
""
" This file is SPACE DELIMITED for easy import into both spreadsheets and programs."
"The first line 19970526 contains dummy data and is provided to allow spreadsheets to sense the columns"
" To read into a spreadsheet select DELIMITED and SPACE."
" "
" "
"=========  The following essential information and notes should be kept in the data file =========="
" "
"The Data Drill system and data are copyright to the Queensland Government Department of Environment and Science"
"SILO data, with the exception of Patched Point data for Queensland, are supplied to the licencee only and may not be given, lent, or sold to any other party"
" "
"Notes:"
" * Data Drill for Lat, Long: -28.51 150.60 (DECIMAL DEGREES), 28 30'S 150 36'E "
" * Elevation: 235 m "
" * Extracted from SILO on 20210618 "
" * Please read the documentation on the Data Drill at http://www.longpaddock.qld.gov.au/silo"
" "
" * As evaporation is read at 9am, it has been shifted to the day before"
"    ie The evaporation measured on 20 April is in row for 19 April"
" * The 6 Source columns Smx, Smn, Srn, Sev, Ssl, Svp indicate the source of the data to their left, namely Max temp, Min temp, Rainfall, Evaporation, Radiation and Vapour Pressure respectively"
"   25 = interpolated daily observations,     75 = interpolated long term average"
" "
" * Relative Humidity has been calculated using 9am VP, T.Max and T.Min"
"   RHmaxT is estimated Relative Humidity at Temperature T.Max"
"   RHminT is estimated Relative Humidity at Temperature T.Min"
" * The accuracy of the data depends on many factors including date, location, and variable."
"   For consistency data is supplied using one decimal place, however it is not accurate to that precision."
"   Further information is available from http://www.longpaddock.qld.gov.au/silo"
"===================================================================================================="
" "
Date       Day T.Max Smx T.Min Smn Rain   Srn  Evap Sev Radn   Ssl VP    Svp RHmaxT RHminT Date2
(yyyymmdd)  ()  (oC)  ()  (oC)  ()   (mm)  ()  (mm)  () (MJ/m2) () (hPa)  ()   (%)    (%)  (ddmmyyyy)
20191101   305  32.1  25  17.0  25    0.0  25   8.3  25  20.1   25  13.0  25   27.2   67.1  1/11/2019
20191102   306  31.7  25  17.2  25    0.0  25   8.4  25  21.9   25  14.0  25   29.9   71.4  2/11/2019
20191103   307  33.5  25  17.9  25    0.0  25   8.5  25  18.7   25  15.6  25   30.2   76.1  3/11/2019
20191104   308  30.5  25  18.3  25    0.0  25   8.5  25  20.5   25  17.7  25   40.5   84.2  4/11/2019
20191105   309  24.8  25  14.4  25    0.0  25   8.9  25  28.6   25   9.1  25   29.1   55.5  5/11/2019
20191106   310  30.9  25   7.2  25    0.0  25  10.0  25  29.4   25   6.2  25   13.9   61.1  6/11/2019
20191107   311  35.8  25   9.1  25    0.0  25  14.1  25  30.7   25   4.0  25    6.8   34.6  7/11/2019
20191108   312  35.8  25  12.4  25    0.1  25  12.5  25  28.9   25   5.7  25    9.7   39.6  8/11/2019
20191109   313  26.1  25  16.8  25    0.0  25   9.3  25  29.3   25   4.8  25   14.2   25.1  9/11/2019
20191110   314  29.4  25   8.4  25    0.0  25   8.7  25  31.0   25   5.2  25   12.7   47.2 10/11/2019
20191111   315  33.0  25   9.2  25    0.0  25  10.1  25  25.6   25   7.0  25   13.9   60.2 11/11/2019
20191112   316  38.3  25  13.9  25    0.0  25  13.8  25  28.1   25  11.5  25   17.1   72.5 12/11/2019
20191113   317  32.1  25  19.0  25    0.0  25  11.6  25  29.3   25   5.3  25   11.1   24.1 13/11/2019
20191114   318  31.9  25   8.4  25    0.0  25  10.7  25  29.5   25   6.2  25   13.1   56.3 14/11/2019
20191115   319  34.9  25   9.9  25    0.0  25  11.0  25  27.7   25   6.7  25   12.0   55.0 15/11/2019
20191116   320  36.6  25  13.8  25    0.0  25   9.6  25  26.9   25   6.8  25   11.1   43.1 16/11/2019
20191117   321  35.1  25  15.8  25    0.0  25  11.5  25  25.4   25  12.9  25   22.8   71.9 17/11/2019
20191118   322  33.6  25  15.0  25    0.0  25  10.0  25  26.5   25  10.7  25   20.6   62.8 18/11/2019
20191119   323  36.3  25  15.6  25    0.0  25   9.4  25  27.6   25  14.7  25   24.3   83.0 19/11/2019
20191120   324  40.8  25  16.4  25    0.0  25  11.5  25  30.5   25  13.8  25   17.9   74.0 20/11/2019
20191121   325  37.4  25  22.8  25    0.0  25  11.4  25  25.9   25  17.1  25   26.7   61.6 21/11/2019
20191122   326  36.9  25  20.7  25    0.0  25   9.3  25  26.7   25  13.4  25   21.5   54.9 22/11/2019
20191123   327  36.6  25  21.8  25    0.0  25   7.6  25  28.1   25  15.3  25   24.9   58.6 23/11/2019
20191124   328  34.3  25  21.9  25   10.1  25   9.9  25  20.9   25  16.6  25   30.7   63.2 24/11/2019
20191125   329  33.0  25  19.4  25    0.3  25   9.2  25  25.4   25  14.6  25   29.0   64.8 25/11/2019
20191126   330  36.9  25  19.3  25    0.0  25  10.3  25  27.6   25  16.4  25   26.3   73.3 26/11/2019
20191127   331  35.2  25  16.9  25    2.3  25  11.1  25  29.0   25  13.5  25   23.7   70.2 27/11/2019
20191128   332  37.2  25  17.4  25    0.0  25  10.2  25  27.3   25  19.1  25   30.1   96.2 28/11/2019
20191129   333  38.1  25  23.5  25    0.1  25   9.1  25  21.8   25  17.2  25   25.8   59.4 29/11/2019
20191130   334  37.0  25  25.1  25    0.0  25   8.5  25  22.0   25  16.0  25   25.5   50.2 30/11/2019
20191201   335  27.4  25  20.8  25    4.5  25   8.6  25  18.9   25  17.9  25   49.1   72.9  1/12/2019
20191202   336  29.6  25  18.3  25   13.2  25  11.0  25  19.9   25   8.1  25   19.5   38.5  2/12/2019
20191203   337  30.0  25  12.4  25    0.0  25  11.0  25  30.4   25   7.2  25   17.0   50.0  3/12/2019
20191204   338  33.9  25  11.7  25    0.0  25  10.5  25  30.8   25   7.2  25   13.6   52.4  4/12/2019
20191205   339  35.7  25  12.0  25    0.0  25  11.6  25  31.0   25   5.6  25    9.6   40.0  5/12/2019
20191206   340  38.7  25  14.0  25    0.0  25  13.8  25  29.0   25   6.2  25    9.0   38.8  6/12/2019
20191207   341  39.2  25  16.8  25    0.0  25  11.4  25  25.0   25   6.4  25    9.1   33.5  7/12/2019
20191208   342  39.0  25  17.3  25    0.0  25  11.3  25  30.3   25   8.2  25   11.7   41.5  8/12/2019
20191209   343  39.4  25  22.1  25    0.0  25  10.9  25  30.4   25  16.2  25   22.7   60.9  9/12/2019
20191210   344  40.0  25  23.5  25    0.0  25  11.9  25  26.0   25  18.2  25   24.7   62.9 10/12/2019
20191211   345  42.0  25  24.9  25    0.0  25  14.5  25  24.5   25  16.9  25   20.6   53.7 11/12/2019
20191212   346  40.2  25  20.6  25    0.1  25   9.8  25  30.2   25  17.2  25   23.1   70.9 12/12/2019
20191213   347  36.6  25  22.4  25    0.0  25   9.9  25  21.1   25  17.6  25   28.7   65.0 13/12/2019
20191214   348  37.1  25  18.0  25    0.0  25   9.8  25  27.7   25  14.0  25   22.2   67.9 14/12/2019
20191215   349  39.1  25  18.8  25    0.0  25  12.2  25  28.7   25  13.5  25   19.2   62.2 15/12/2019
20191216   350  40.8  25  18.5  25    0.0  25  12.8  25  28.1   25   7.6  25    9.9   35.7 16/12/2019
20191217   351  37.6  25  20.8  25    0.0  25  12.4  25  24.0   25  14.3  25   22.1   58.2 17/12/2019
20191218   352  36.1  25  19.3  25    0.0  25   9.4  25  28.5   25  14.3  25   23.9   63.9 18/12/2019
20191219   353  37.0  25  18.9  25    0.0  25   8.9  25  26.7   25  14.0  25   22.3   64.1 19/12/2019
20191220   354  39.4  25  21.2  25    0.0  25  10.6  25  21.8   25  14.0  25   19.6   55.6 20/12/2019
20191221   355  41.0  25  23.1  25    0.0  25  10.8  25  26.4   25  16.0  25   20.6   56.6 21/12/2019
20191222   356  43.0  25  22.4  25    0.0  25  10.8  25  23.8   25  15.7  25   18.2   58.0 22/12/2019
20191223   357  38.2  25  23.6  25    0.0  25   8.4  25  21.3   25  20.2  25   30.2   69.4 23/12/2019
20191224   358  40.1  25  25.3  25    0.0  25   8.1  25  24.3   25  20.5  25   27.6   63.6 24/12/2019
20191225   359  35.2  25  22.9  25    0.0  25   7.2  25  15.7   25  19.8  25   34.8   70.9 25/12/2019
20191226   360  35.4  25  20.2  25    0.0  25  10.5  25  24.6   25  17.8  25   31.0   75.2 26/12/2019
20191227   361  34.8  25  18.0  25    0.0  25   8.7  25  26.1   25  14.3  25   25.7   69.3 27/12/2019
20191228   362  35.4  25  18.0  25    0.0  25   8.8  25  24.8   25  14.5  25   25.2   70.3 28/12/2019
20191229   363  37.4  25  18.7  25    0.0  25  10.1  25  27.7   25  15.3  25   23.9   71.0 29/12/2019
20191230   364  37.8  25  20.3  25    0.0  25  12.5  25  27.8   25  16.1  25   24.6   67.6 30/12/2019
20191231   365  37.6  25  21.3  25    0.0  25   9.8  25  27.0   25  17.6  25   27.1   69.5 31/12/2019
20200101     1  38.7  25  22.9  25    0.0  25  10.7  25  28.1   25  21.1  25   30.7   75.6  1/01/2020
20200102     2  41.1  25  24.1  25    0.0  25   9.7  25  26.7   25  19.3  25   24.7   64.3  2/01/2020
20200103     3  39.7  25  23.6  25    0.0  25  11.9  25  26.7   25  18.7  25   25.8   64.2  3/01/2020
20200104     4  40.6  25  23.1  25    0.0  25  11.9  25  29.6   25  16.5  25   21.7   58.4  4/01/2020
20200105     5  40.6  25  23.5  25    0.0  25  11.6  25  28.4   25  13.9  25   18.2   48.0  5/01/2020
20200106     6  38.0  25  24.3  25    0.0  25  11.1  25  28.8   25  17.2  25   26.0   56.6  6/01/2020
20200107     7  37.6  25  23.7  25    0.0  25   9.3  25  26.3   25  19.1  25   29.5   65.2  7/01/2020
20200108     8  38.8  25  23.2  25    0.1  25  10.4  25  29.8   25  19.6  25   28.3   69.0  8/01/2020
20200109     9  40.6  25  25.4  25    0.0  25  17.7  25  27.0   25  18.4  25   24.2   56.7  9/01/2020
20200110    10  39.5  25  23.3  25    0.0  25  10.3  25  28.8   25  20.3  25   28.3   71.0 10/01/2020
20200111    11  37.3  25  25.3  25    0.0  25   6.1  25  20.8   25  17.8  25   27.9   55.2 11/01/2020
20200112    12  35.8  25  23.4  25    0.0  25  18.7  25  22.1   25  18.8  25   32.0   65.3 12/01/2020
20200113    13  35.2  25  20.3  25    7.7  25  10.5  25  22.9   25  15.2  25   26.7   63.8 13/01/2020
20200114    14  36.8  25  20.0  25    0.0  25  10.5  25  20.7   25  15.2  25   24.5   65.0 14/01/2020
20200115    15  34.5  25  22.0  25    0.0  25   7.5  25  23.0   25  18.7  25   34.2   70.8 15/01/2020
20200116    16  32.6  25  23.6  25    0.0  25   4.1  25  13.3   25  20.9  25   42.5   71.8 16/01/2020
