"19970526" 365 -99.9 999 -99.9 999 9999.9 999 999.9 999 999.9  999 999.9 999 9999.9 9999.9 26/05/1997"
""
" This file is SPACE DELIMITED for easy import into both spreadsheets and programs."
"The first line 19970526 contains dummy data and is provided to allow spreadsheets to sense the columns"
" To read into a spreadsheet select DELIMITED and SPACE."
" "
" "
"=========  The following essential information and notes should be kept in the data file =========="
" "
"The Data Drill system and data are copyright to the Queensland Government Department of Environment and Science"
"SILO data, with the exception of Patched Point data for Queensland, are supplied to the licencee only and may not be given, lent, or sold to any other party"
" "
"Notes:"
" * Data Drill for Lat, Long: -28.16 150.14 (DECIMAL DEGREES), 28 10'S 150 08'E "
" * Elevation: 231 m "
" * Extracted from SILO on 20210504 "
" * Please read the documentation on the Data Drill at http://www.longpaddock.qld.gov.au/silo"
" "
" * As evaporation is read at 9am, it has been shifted to the day before"
"    ie The evaporation measured on 20 April is in row for 19 April"
" * The 6 Source columns Smx, Smn, Srn, Sev, Ssl, Svp indicate the source of the data to their left, namely Max temp, Min temp, Rainfall, Evaporation, Radiation and Vapour Pressure respectively"
"   25 = interpolated daily observations,     75 = interpolated long term average"
" "
" * Relative Humidity has been calculated using 9am VP, T.Max and T.Min"
"   RHmaxT is estimated Relative Humidity at Temperature T.Max"
"   RHminT is estimated Relative Humidity at Temperature T.Min"
" * The accuracy of the data depends on many factors including date, location, and variable."
"   For consistency data is supplied using one decimal place, however it is not accurate to that precision."
"   Further information is available from http://www.longpaddock.qld.gov.au/silo"
"===================================================================================================="
" "
Date       Day T.Max Smx T.Min Smn Rain   Srn  Evap Sev Radn   Ssl VP    Svp RHmaxT RHminT Date2
(yyyymmdd)  ()  (oC)  ()  (oC)  ()   (mm)  ()  (mm)  () (MJ/m2) () (hPa)  ()   (%)    (%)  (ddmmyyyy)
20161101   306  26.9  25  13.4  25    0.0  25   7.2  25  22.2   25  13.5  25   38.1   87.9  1/11/2016
20161102   307  28.3  25   7.8  25    0.0  25   7.4  25  28.1   25   7.1  25   18.5   67.1  2/11/2016
20161103   308  28.4  25  12.8  25    0.0  25   5.8  25  16.9   25  12.4  25   32.1   83.9  3/11/2016
20161104   309  31.5  25  12.8  25    0.0  25   7.0  25  27.3   25  12.5  25   27.0   84.6  4/11/2016
20161105   310  34.6  25  12.7  25    0.0  25  12.3  25  27.6   25  11.8  25   21.5   80.4  5/11/2016
20161106   311  29.7  25  10.3  25    0.0  25   8.1  25  29.9   25   5.8  25   13.9   46.3  6/11/2016
20161107   312  35.2  25  10.7  25    0.0  25   8.2  25  29.0   25   9.4  25   16.5   73.1  7/11/2016
20161108   313  35.5  25  17.9  25    0.0  25   9.5  25  21.9   25  15.6  25   27.0   76.1  8/11/2016
20161109   314  32.1  25  18.1  25    5.7  25   6.1  25  19.7   25  17.3  25   36.2   83.3  9/11/2016
20161110   315  33.3  25  17.4  25    5.2  25   7.4  25  24.6   25  21.7  25   42.4  100.0 10/11/2016
20161111   316  32.1  25  17.8  25    0.0  25   6.2  25  17.3   25  17.1  25   35.8   83.9 11/11/2016
20161112   317  35.0  25  20.7  25    0.0  25   7.3  25  18.7   25  19.1  25   34.0   78.3 12/11/2016
20161113   318  34.4  25  21.0  25    6.9  25  10.8  25  24.7   25  16.1  25   29.6   64.8 13/11/2016
20161114   319  25.6  25  12.7  25    0.0  25   7.8  25  27.8   25   8.2  25   25.0   55.9 14/11/2016
20161115   320  27.6  25  11.0  25    0.0  25   7.0  25  31.2   25  10.8  25   29.3   82.3 15/11/2016
20161116   321  31.0  25  11.0  25    0.0  25   7.0  25  27.2   25  11.7  25   26.0   89.2 16/11/2016
20161117   322  32.2  25  15.0  25    0.0  25   8.7  25  25.4   25  14.1  25   29.3   82.7 17/11/2016
20161118   323  33.1  25  16.0  25    0.0  25   8.4  25  27.3   25  15.0  25   29.7   82.5 18/11/2016
20161119   324  34.0  25  16.1  25    0.0  25   8.5  25  24.0   25  14.7  25   27.6   80.4 19/11/2016
20161120   325  35.1  25  16.0  25    0.0  25  10.4  25  29.3   25  15.2  25   26.9   83.6 20/11/2016
20161121   326  34.6  25  16.1  25    0.0  25  10.8  25  27.4   25  11.3  25   20.5   61.8 21/11/2016
20161122   327  34.0  25  15.2  25    0.0  25   9.1  25  25.9   25  11.7  25   22.0   67.8 22/11/2016
20161123   328  36.1  25  16.7  25    0.0  25  10.5  25  27.0   25  14.4  25   24.1   75.8 23/11/2016
20161124   329  31.8  25  16.5  25    0.0  25   9.4  25  30.0   25   9.1  25   19.4   48.5 24/11/2016
20161125   330  32.8  25  12.2  25    0.0  25   8.5  25  24.6   25  10.8  25   21.7   76.0 25/11/2016
20161126   331  32.2  25  15.0  25    0.0  25   6.6  25  26.3   25  13.3  25   27.7   78.0 26/11/2016
20161127   332  34.2  25  14.5  25    0.0  25   8.7  25  19.2   25  15.5  25   28.8   93.9 27/11/2016
20161128   333  33.9  25  17.2  25    0.0  25   8.3  25  28.9   25  16.5  25   31.2   84.1 28/11/2016
20161129   334  34.9  25  16.8  25    1.0  25   7.6  25  27.0   25  16.5  25   29.5   86.3 29/11/2016
20161130   335  36.2  25  17.7  25    1.5  25   9.1  25  25.8   25  15.8  25   26.3   78.1 30/11/2016
20161201   336  38.7  25  19.1  25    0.0  25  10.4  25  26.7   25  17.8  25   25.9   80.5  1/12/2016
20161202   337  41.0  25  18.4  25    0.0  25  10.3  25  28.1   25  14.9  25   19.2   70.4  2/12/2016
20161203   338  42.9  25  21.8  25    0.0  25  11.1  25  26.4   25  16.7  25   19.4   64.0  3/12/2016
20161204   339  42.4  25  22.9  25    0.0  25  10.1  25  24.0   25  17.7  25   21.1   63.4  4/12/2016
20161205   340  42.2  25  26.3  25    0.0  25  10.7  25  27.7   25  20.5  25   24.7   59.9  5/12/2016
20161206   341  40.4  25  24.8  25    0.0  25  11.4  25  21.7   25  21.1  25   28.0   67.4  6/12/2016
20161207   342  33.0  25  22.7  25    4.9  25   4.6  25  18.3   25  24.8  25   49.3   89.9  7/12/2016
20161208   343  34.4  25  23.5  25    0.0  25   7.8  25  24.3   25  22.8  25   41.9   78.8  8/12/2016
20161209   344  29.3  25  18.9  25    4.0  25   7.0  25  25.9   25  17.0  25   41.7   77.9  9/12/2016
20161210   345  33.0  25  12.5  25    0.0  25   8.1  25  22.9   25  13.3  25   26.4   91.8 10/12/2016
20161211   346  32.9  25  18.6  25    0.0  25   8.9  25  23.1   25  14.8  25   29.6   69.1 11/12/2016
20161212   347  33.7  25  15.9  25    0.0  25   8.7  25  24.5   25  14.7  25   28.1   81.4 12/12/2016
20161213   348  35.1  25  18.1  25    0.0  25   9.4  25  29.7   25  14.9  25   26.4   71.8 13/12/2016
20161214   349  36.9  25  19.3  25    0.0  25  11.4  25  26.2   25  16.2  25   26.0   72.4 14/12/2016
20161215   350  38.6  25  21.1  25    0.0  25   9.5  25  18.8   25  16.2  25   23.7   64.8 15/12/2016
20161216   351  32.8  25  24.1  25    0.0  25   5.9  25  20.7   25  17.2  25   34.6   57.3 16/12/2016
20161217   352  35.9  25  22.1  25    0.0  25   8.4  25  23.7   25  18.7  25   31.6   70.3 17/12/2016
20161218   353  37.3  25  20.5  25    2.8  25   9.2  25  26.5   25  20.9  25   32.8   86.7 18/12/2016
20161219   354  33.9  25  19.5  25    0.0  25   9.1  25  20.0   25  15.7  25   29.7   69.3 19/12/2016
20161220   355  34.4  25  20.1  25    0.1  25   5.8  25  20.3   25  18.7  25   34.4   79.5 20/12/2016
20161221   356  38.1  25  20.0  25    7.2  25   8.0  25  24.5   25  21.7  25   32.6   92.9 21/12/2016
20161222   357  36.3  25  20.4  25    1.7  25   8.3  25  20.7   25  18.7  25   31.0   78.1 22/12/2016
20161223   358  31.6  25  20.0  25    5.0  25   8.9  25  20.2   25  19.1  25   41.1   81.7 23/12/2016
20161224   359  33.1  25  18.6  25    0.0  25   6.7  25  24.8   25  18.0  25   35.6   84.0 24/12/2016
20161225   360  31.8  25  18.7  25    3.2  25   5.8  25  22.5   25  18.3  25   38.9   84.9 25/12/2016
20161226   361  34.2  25  18.9  25    3.4  25   8.0  25  22.7   25  17.2  25   32.0   78.8 26/12/2016
20161227   362  35.3  25  19.1  25    0.0  25   8.3  25  25.9   25  16.0  25   28.0   72.4 27/12/2016
20161228   363  35.7  25  20.1  25    0.0  25   8.7  25  28.5   25  16.4  25   28.1   69.7 28/12/2016
20161229   364  37.4  25  20.4  25    0.0  25   9.7  25  29.5   25  17.8  25   27.8   74.3 29/12/2016
20161230   365  39.5  25  23.2  25    0.0  25  10.6  25  25.3   25  19.4  25   27.0   68.2 30/12/2016
20161231   366  41.3  25  25.0  25    0.0  25  12.2  25  23.4   25  21.0  25   26.6   66.3 31/12/2016
20170101     1  42.0  25  26.7  25    0.0  25  11.3  25  21.8   25  21.8  25   26.6   62.2  1/01/2017
20170102     2  38.1  25  26.1  25    0.0  25   8.6  25  18.5   25  25.4  25   38.1   75.1  2/01/2017
20170103     3  33.7  25  21.6  25   41.4  25   8.7  25  15.2   25  20.1  25   38.4   77.9  3/01/2017
20170104     4  34.4  25  20.9  25    0.0  25   9.8  25  18.5   25  16.5  25   30.3   66.8  4/01/2017
20170105     5  34.1  25  20.5  25    0.0  25   7.3  25  23.7   25  17.1  25   32.0   70.9  5/01/2017
20170106     6  34.1  25  21.5  25    0.0  25   7.6  25  24.4   25  18.1  25   33.8   70.6  6/01/2017
20170107     7  34.1  25  20.0  25    0.0  25   7.8  25  24.3   25  17.9  25   33.5   76.6  7/01/2017
20170108     8  34.7  25  18.4  25    0.0  25   9.4  25  28.0   25  16.0  25   28.9   75.6  8/01/2017
20170109     9  36.2  25  19.6  25    0.2  25   8.5  25  29.4   25  15.1  25   25.1   66.2  9/01/2017
20170110    10  38.3  25  22.6  25    0.0  25   9.5  25  26.7   25  21.9  25   32.5   79.9 10/01/2017
20170111    11  40.1  25  25.5  25    0.0  25  10.5  25  27.1   25  19.9  25   26.8   61.0 11/01/2017
20170112    12  40.8  25  27.2  25    0.0  25  10.2  25  23.5   25  19.1  25   24.8   53.0 12/01/2017
20170113    13  41.3  25  25.4  25    0.0  25  11.2  25  27.5   25  23.3  25   29.5   71.8 13/01/2017
20170114    14  41.4  25  26.9  25    0.0  25  10.5  25  19.9   25  24.9  25   31.3   70.3 14/01/2017
20170115    15  38.7  25  23.6  25    3.1  25   9.2  25  21.7   25  18.9  25   27.5   64.9 15/01/2017
20170116    16  36.4  25  23.3  25    0.4  25   7.9  25  20.5   25  23.6  25   38.9   82.5 16/01/2017
